,state,county,candidate,party,voteStates,lead
29888,Colorado,Weld County,Dario Hunter,PRG,14,Joe Biden
29889,Colorado,Weld County,Princess Jacob-Fambro,UNA,13,Joe Biden
29890,Colorado,Weld County,Alyson Kennedy,SWP,12,Joe Biden
29891,Colorado,Weld County,Jordan Scott,UNA,9,Joe Biden
29892,Colorado,Weld County,Joseph Kishore,SEP,7,Joe Biden
29893,Colorado,Yuma County,Donald Trump,REP,4037,Joe Biden
29894,Colorado,Yuma County,Joe Biden,DEM,763,Joe Biden
29895,Colorado,Yuma County,Jo Jorgensen,LIB,52,Joe Biden
29896,Colorado,Yuma County,Kanye West,IND,9,Joe Biden
29897,Colorado,Yuma County,Don Blankenship,CST,6,Joe Biden
29898,Colorado,Yuma County,Mark Charles,IND,5,Joe Biden
29899,Colorado,Yuma County,Joe McHugh,UNA,3,Joe Biden
29900,Colorado,Yuma County,Bill Hammons,UTY,2,Joe Biden
29901,Colorado,Yuma County,Howie Hawkins,GRN,2,Joe Biden
29902,Colorado,Yuma County,Kyle Kopitke,IAP,2,Joe Biden
29903,Colorado,Yuma County,Princess Jacob-Fambro,UNA,1,Joe Biden
29904,Colorado,Yuma County,Alyson Kennedy,SWP,1,Joe Biden
29905,Colorado,Yuma County,Joseph Kishore,SEP,1,Joe Biden
29906,Colorado,Yuma County,Jordan Scott,UNA,1,Joe Biden
29907,Colorado,Yuma County,Brian Carroll,ASP,0,Joe Biden
29908,Colorado,Yuma County,Phil Collins,PRO,0,Joe Biden
29909,Colorado,Yuma County,Rocky De La Fuente,ALI,0,Joe Biden
29910,Colorado,Yuma County,Blake Huber,APV,0,Joe Biden
29911,Colorado,Yuma County,Dario Hunter,PRG,0,Joe Biden
29912,Colorado,Yuma County,Gloria La Riva,PSL,0,Joe Biden
29913,Colorado,Yuma County,Brock Pierce,IND,0,Joe Biden
29914,Colorado,Broomfield County,Joe Biden,DEM,28871,Joe Biden
29915,Colorado,Broomfield County,Donald Trump,REP,16188,Joe Biden
29916,Colorado,Broomfield County,Jo Jorgensen,LIB,759,Joe Biden
29917,Colorado,Broomfield County,Kanye West,IND,103,Joe Biden
29918,Colorado,Broomfield County,Howie Hawkins,GRN,101,Joe Biden
29919,Colorado,Broomfield County,Don Blankenship,CST,71,Joe Biden
29920,Colorado,Broomfield County,Brian Carroll,ASP,50,Joe Biden
29921,Colorado,Broomfield County,Bill Hammons,UTY,46,Joe Biden
29922,Colorado,Broomfield County,Mark Charles,IND,23,Joe Biden
29923,Colorado,Broomfield County,Gloria La Riva,PSL,14,Joe Biden
29924,Colorado,Broomfield County,Joe McHugh,UNA,13,Joe Biden
29925,Colorado,Broomfield County,Brock Pierce,IND,13,Joe Biden
29926,Colorado,Broomfield County,Kyle Kopitke,IAP,10,Joe Biden
29927,Colorado,Broomfield County,Rocky De La Fuente,ALI,8,Joe Biden
29928,Colorado,Broomfield County,Alyson Kennedy,SWP,7,Joe Biden
29929,Colorado,Broomfield County,Phil Collins,PRO,6,Joe Biden
29930,Colorado,Broomfield County,Dario Hunter,PRG,5,Joe Biden
29931,Colorado,Broomfield County,Jordan Scott,UNA,4,Joe Biden
29932,Colorado,Broomfield County,Blake Huber,APV,2,Joe Biden
29933,Colorado,Broomfield County,Princess Jacob-Fambro,UNA,2,Joe Biden
29934,Colorado,Broomfield County,Joseph Kishore,SEP,1,Joe Biden
29935,Colorado,Bent County,Donald Trump,REP,1468,Joe Biden
29936,Colorado,Bent County,Joe Biden,DEM,723,Joe Biden
29937,Colorado,Bent County,Jo Jorgensen,LIB,14,Joe Biden
29938,Colorado,Bent County,Kanye West,IND,7,Joe Biden
29939,Colorado,Bent County,Howie Hawkins,GRN,6,Joe Biden
29940,Colorado,Bent County,Don Blankenship,CST,5,Joe Biden
29941,Colorado,Bent County,Rocky De La Fuente,ALI,3,Joe Biden
29942,Colorado,Bent County,Blake Huber,APV,1,Joe Biden
29943,Colorado,Bent County,Joseph Kishore,SEP,1,Joe Biden
29944,Colorado,Bent County,Brock Pierce,IND,1,Joe Biden
29945,Colorado,Bent County,Brian Carroll,ASP,0,Joe Biden
29946,Colorado,Bent County,Mark Charles,IND,0,Joe Biden
29947,Colorado,Bent County,Phil Collins,PRO,0,Joe Biden
29948,Colorado,Bent County,Bill Hammons,UTY,0,Joe Biden
29949,Colorado,Bent County,Dario Hunter,PRG,0,Joe Biden
29950,Colorado,Bent County,Princess Jacob-Fambro,UNA,0,Joe Biden
29951,Colorado,Bent County,Alyson Kennedy,SWP,0,Joe Biden
29952,Colorado,Bent County,Kyle Kopitke,IAP,0,Joe Biden
29953,Colorado,Bent County,Gloria La Riva,PSL,0,Joe Biden
29954,Colorado,Bent County,Joe McHugh,UNA,0,Joe Biden
29955,Colorado,Bent County,Jordan Scott,UNA,0,Joe Biden
29956,Colorado,Boulder County,Joe Biden,DEM,150247,Joe Biden
29957,Colorado,Boulder County,Donald Trump,REP,39289,Joe Biden
29958,Colorado,Boulder County,Jo Jorgensen,LIB,2315,Joe Biden
29959,Colorado,Boulder County,Howie Hawkins,GRN,635,Joe Biden
29960,Colorado,Boulder County,Kanye West,IND,358,Joe Biden
29961,Colorado,Boulder County,Don Blankenship,CST,205,Joe Biden
29962,Colorado,Boulder County,Brian Carroll,ASP,128,Joe Biden
29963,Colorado,Boulder County,Bill Hammons,UTY,112,Joe Biden
29964,Colorado,Boulder County,Gloria La Riva,PSL,91,Joe Biden
29965,Colorado,Boulder County,Mark Charles,IND,69,Joe Biden
29966,Colorado,Boulder County,Brock Pierce,IND,31,Joe Biden
29967,Colorado,Boulder County,Dario Hunter,PRG,23,Joe Biden
29968,Colorado,Boulder County,Rocky De La Fuente,ALI,22,Joe Biden
29969,Colorado,Boulder County,Princess Jacob-Fambro,UNA,22,Joe Biden
29970,Colorado,Boulder County,Alyson Kennedy,SWP,21,Joe Biden
29971,Colorado,Boulder County,Blake Huber,APV,19,Joe Biden
29972,Colorado,Boulder County,Kyle Kopitke,IAP,18,Joe Biden
29973,Colorado,Boulder County,Phil Collins,PRO,17,Joe Biden
29974,Colorado,Boulder County,Joe McHugh,UNA,16,Joe Biden
29975,Colorado,Boulder County,Joseph Kishore,SEP,12,Joe Biden
29976,Colorado,Boulder County,Jordan Scott,UNA,6,Joe Biden
29977,Colorado,Chaffee County,Joe Biden,DEM,7112,Joe Biden
29978,Colorado,Chaffee County,Donald Trump,REP,6180,Joe Biden
29979,Colorado,Chaffee County,Jo Jorgensen,LIB,188,Joe Biden
29980,Colorado,Chaffee County,Howie Hawkins,GRN,43,Joe Biden
29981,Colorado,Chaffee County,Kanye West,IND,21,Joe Biden
29982,Colorado,Chaffee County,Don Blankenship,CST,20,Joe Biden
29983,Colorado,Chaffee County,Brian Carroll,ASP,14,Joe Biden
29984,Colorado,Chaffee County,Mark Charles,IND,11,Joe Biden
29985,Colorado,Chaffee County,Bill Hammons,UTY,10,Joe Biden
29986,Colorado,Chaffee County,Princess Jacob-Fambro,UNA,4,Joe Biden
29987,Colorado,Chaffee County,Phil Collins,PRO,3,Joe Biden
29988,Colorado,Chaffee County,Kyle Kopitke,IAP,3,Joe Biden
29989,Colorado,Chaffee County,Rocky De La Fuente,ALI,2,Joe Biden
29990,Colorado,Chaffee County,Blake Huber,APV,2,Joe Biden
29991,Colorado,Chaffee County,Joe McHugh,UNA,2,Joe Biden
29992,Colorado,Chaffee County,Dario Hunter,PRG,1,Joe Biden
29993,Colorado,Chaffee County,Alyson Kennedy,SWP,1,Joe Biden
29994,Colorado,Chaffee County,Gloria La Riva,PSL,1,Joe Biden
29995,Colorado,Chaffee County,Brock Pierce,IND,1,Joe Biden
29996,Colorado,Chaffee County,Jordan Scott,UNA,1,Joe Biden
29997,Colorado,Chaffee County,Joseph Kishore,SEP,0,Joe Biden
29998,Colorado,Cheyenne County,Donald Trump,REP,966,Joe Biden
29999,Colorado,Cheyenne County,Joe Biden,DEM,127,Joe Biden
30000,Colorado,Cheyenne County,Jo Jorgensen,LIB,6,Joe Biden
30001,Colorado,Cheyenne County,Don Blankenship,CST,3,Joe Biden
30002,Colorado,Cheyenne County,Kanye West,IND,3,Joe Biden
30003,Colorado,Cheyenne County,Brian Carroll,ASP,0,Joe Biden
30004,Colorado,Cheyenne County,Mark Charles,IND,0,Joe Biden
30005,Colorado,Cheyenne County,Phil Collins,PRO,0,Joe Biden
30006,Colorado,Cheyenne County,Rocky De La Fuente,ALI,0,Joe Biden
30007,Colorado,Cheyenne County,Bill Hammons,UTY,0,Joe Biden
30008,Colorado,Cheyenne County,Howie Hawkins,GRN,0,Joe Biden
30009,Colorado,Cheyenne County,Blake Huber,APV,0,Joe Biden
30010,Colorado,Cheyenne County,Dario Hunter,PRG,0,Joe Biden
30011,Colorado,Cheyenne County,Princess Jacob-Fambro,UNA,0,Joe Biden
30012,Colorado,Cheyenne County,Alyson Kennedy,SWP,0,Joe Biden
30013,Colorado,Cheyenne County,Joseph Kishore,SEP,0,Joe Biden
30014,Colorado,Cheyenne County,Kyle Kopitke,IAP,0,Joe Biden
30015,Colorado,Cheyenne County,Gloria La Riva,PSL,0,Joe Biden
30016,Colorado,Cheyenne County,Joe McHugh,UNA,0,Joe Biden
30017,Colorado,Cheyenne County,Brock Pierce,IND,0,Joe Biden
30018,Colorado,Cheyenne County,Jordan Scott,UNA,0,Joe Biden
30019,Connecticut,North Canaan,Joe Biden,DEM,862,Joe Biden
30020,Connecticut,North Canaan,Donald Trump,REP,812,Joe Biden
30021,Connecticut,North Canaan,Jo Jorgensen,LIB,27,Joe Biden
30022,Connecticut,North Canaan,Howie Hawkins,GRN,4,Joe Biden
30023,Connecticut,North Canaan, Write-ins,WRI,0,Joe Biden
30024,Connecticut,North Haven,Joe Biden,DEM,3229,Joe Biden
30025,Connecticut,North Haven,Donald Trump,REP,1180,Joe Biden
30026,Connecticut,North Haven,Jo Jorgensen,LIB,25,Joe Biden
30027,Connecticut,North Haven,Howie Hawkins,GRN,21,Joe Biden
30028,Connecticut,North Haven, Write-ins,WRI,10,Joe Biden
30029,Connecticut,North Stonington,Donald Trump,REP,1710,Joe Biden
30030,Connecticut,North Stonington,Joe Biden,DEM,1601,Joe Biden
30031,Connecticut,North Stonington,Jo Jorgensen,LIB,49,Joe Biden
30032,Connecticut,North Stonington,Howie Hawkins,GRN,15,Joe Biden
30033,Connecticut,North Stonington, Write-ins,WRI,0,Joe Biden
30034,Connecticut,Norwalk,Joe Biden,DEM,29382,Joe Biden
30035,Connecticut,Norwalk,Donald Trump,REP,13311,Joe Biden
30036,Connecticut,Norwalk,Jo Jorgensen,LIB,355,Joe Biden
30037,Connecticut,Norwalk,Howie Hawkins,GRN,166,Joe Biden
30038,Connecticut,Norwalk, Write-ins,WRI,5,Joe Biden
30039,Connecticut,Norwich,Joe Biden,DEM,9306,Joe Biden
30040,Connecticut,Norwich,Donald Trump,REP,5643,Joe Biden
30041,Connecticut,Norwich,Jo Jorgensen,LIB,245,Joe Biden
30042,Connecticut,Norwich,Howie Hawkins,GRN,95,Joe Biden
30043,Connecticut,Norwich, Write-ins,WRI,1,Joe Biden
30044,Connecticut,Old Lyme,Joe Biden,DEM,3225,Joe Biden
30045,Connecticut,Old Lyme,Donald Trump,REP,2095,Joe Biden
30046,Connecticut,Old Lyme,Jo Jorgensen,LIB,68,Joe Biden
30047,Connecticut,Old Lyme,Howie Hawkins,GRN,20,Joe Biden
30048,Connecticut,Old Lyme, Write-ins,WRI,0,Joe Biden
30049,Connecticut,Old Saybrook,Joe Biden,DEM,4253,Joe Biden
30050,Connecticut,Old Saybrook,Donald Trump,REP,2995,Joe Biden
30051,Connecticut,Old Saybrook,Jo Jorgensen,LIB,67,Joe Biden
30052,Connecticut,Old Saybrook,Howie Hawkins,GRN,28,Joe Biden
30053,Connecticut,Old Saybrook, Write-ins,WRI,0,Joe Biden
30054,Connecticut,Orange,Joe Biden,DEM,4816,Joe Biden
30055,Connecticut,Orange,Donald Trump,REP,4317,Joe Biden
30056,Connecticut,Orange,Jo Jorgensen,LIB,78,Joe Biden
30057,Connecticut,Orange,Howie Hawkins,GRN,38,Joe Biden
30058,Connecticut,Orange, Write-ins,WRI,4,Joe Biden
30059,Connecticut,Oxford,Donald Trump,REP,5118,Joe Biden
30060,Connecticut,Oxford,Joe Biden,DEM,3269,Joe Biden
30061,Connecticut,Oxford,Jo Jorgensen,LIB,107,Joe Biden
30062,Connecticut,Oxford,Howie Hawkins,GRN,17,Joe Biden
30063,Connecticut,Oxford, Write-ins,WRI,0,Joe Biden
30064,Connecticut,Plainfield,Donald Trump,REP,4080,Joe Biden
30065,Connecticut,Plainfield,Joe Biden,DEM,2849,Joe Biden
30066,Connecticut,Plainfield,Jo Jorgensen,LIB,124,Joe Biden
30067,Connecticut,Plainfield,Howie Hawkins,GRN,33,Joe Biden
30068,Connecticut,Plainfield, Write-ins,WRI,0,Joe Biden
30069,Connecticut,Bethlehem,Donald Trump,REP,1393,Joe Biden
30070,Connecticut,Bethlehem,Joe Biden,DEM,937,Joe Biden
30071,Connecticut,Bethlehem,Jo Jorgensen,LIB,21,Joe Biden
30072,Connecticut,Bethlehem,Howie Hawkins,GRN,15,Joe Biden
30073,Connecticut,Bethlehem, Write-ins,WRI,1,Joe Biden
30074,Connecticut,Plainville,Donald Trump,REP,4811,Joe Biden
30075,Connecticut,Plainville,Joe Biden,DEM,4670,Joe Biden
30076,Connecticut,Plainville,Jo Jorgensen,LIB,122,Joe Biden
30077,Connecticut,Plainville,Howie Hawkins,GRN,44,Joe Biden
30078,Connecticut,Plainville, Write-ins,WRI,0,Joe Biden
30079,Connecticut,Plymouth,Donald Trump,REP,3984,Joe Biden
30080,Connecticut,Plymouth,Joe Biden,DEM,2477,Joe Biden
30081,Connecticut,Plymouth,Jo Jorgensen,LIB,99,Joe Biden
30082,Connecticut,Plymouth,Howie Hawkins,GRN,33,Joe Biden
30083,Connecticut,Plymouth, Write-ins,WRI,0,Joe Biden
30084,Connecticut,Pomfret,Joe Biden,DEM,1357,Joe Biden
30085,Connecticut,Pomfret,Donald Trump,REP,1126,Joe Biden
30086,Connecticut,Pomfret,Jo Jorgensen,LIB,39,Joe Biden
30087,Connecticut,Pomfret,Howie Hawkins,GRN,13,Joe Biden
30088,Connecticut,Pomfret, Write-ins,WRI,2,Joe Biden
30089,Connecticut,Portland,Joe Biden,DEM,3155,Joe Biden
30090,Connecticut,Portland,Donald Trump,REP,2641,Joe Biden
30091,Connecticut,Portland,Jo Jorgensen,LIB,72,Joe Biden
30092,Connecticut,Portland,Howie Hawkins,GRN,19,Joe Biden
30093,Connecticut,Portland, Write-ins,WRI,1,Joe Biden
30094,Connecticut,Preston,Donald Trump,REP,1529,Joe Biden
30095,Connecticut,Preston,Joe Biden,DEM,1270,Joe Biden
30096,Connecticut,Preston,Jo Jorgensen,LIB,50,Joe Biden
30097,Connecticut,Preston,Howie Hawkins,GRN,19,Joe Biden
30098,Connecticut,Preston, Write-ins,WRI,0,Joe Biden
30099,Connecticut,Prospect,Donald Trump,REP,3935,Joe Biden
30100,Connecticut,Prospect,Joe Biden,DEM,2110,Joe Biden
30101,Connecticut,Prospect,Jo Jorgensen,LIB,47,Joe Biden
30102,Connecticut,Prospect,Howie Hawkins,GRN,18,Joe Biden
30103,Connecticut,Prospect, Write-ins,WRI,1,Joe Biden
30104,Connecticut,Putnam,Donald Trump,REP,2193,Joe Biden
30105,Connecticut,Putnam,Joe Biden,DEM,2063,Joe Biden
30106,Connecticut,Putnam,Jo Jorgensen,LIB,77,Joe Biden
30107,Connecticut,Putnam,Howie Hawkins,GRN,16,Joe Biden
30108,Connecticut,Putnam, Write-ins,WRI,1,Joe Biden
30109,Connecticut,Redding,Joe Biden,DEM,3829,Joe Biden
30110,Connecticut,Redding,Donald Trump,REP,2052,Joe Biden
30111,Connecticut,Redding,Jo Jorgensen,LIB,65,Joe Biden
30112,Connecticut,Redding,Howie Hawkins,GRN,24,Joe Biden
30113,Connecticut,Redding, Write-ins,WRI,5,Joe Biden
30114,Connecticut,Ridgefield,Joe Biden,DEM,10114,Joe Biden
30115,Connecticut,Ridgefield,Donald Trump,REP,5646,Joe Biden
30116,Connecticut,Ridgefield,Jo Jorgensen,LIB,212,Joe Biden
30117,Connecticut,Ridgefield,Howie Hawkins,GRN,55,Joe Biden
30118,Connecticut,Ridgefield, Write-ins,WRI,37,Joe Biden
30119,Connecticut,Rocky Hill,Joe Biden,DEM,6081,Joe Biden
30120,Connecticut,Rocky Hill,Donald Trump,REP,4630,Joe Biden
30121,Connecticut,Rocky Hill,Jo Jorgensen,LIB,109,Joe Biden
30122,Connecticut,Rocky Hill,Howie Hawkins,GRN,38,Joe Biden
30123,Connecticut,Rocky Hill, Write-ins,WRI,1,Joe Biden
30124,Connecticut,Bloomfield,Joe Biden,DEM,10953,Joe Biden
30125,Connecticut,Bloomfield,Donald Trump,REP,1691,Joe Biden
30126,Connecticut,Bloomfield,Jo Jorgensen,LIB,78,Joe Biden
30127,Connecticut,Bloomfield,Howie Hawkins,GRN,34,Joe Biden
30128,Connecticut,Bloomfield, Write-ins,WRI,4,Joe Biden
30129,Connecticut,Roxbury,Joe Biden,DEM,937,Joe Biden
30130,Connecticut,Roxbury,Donald Trump,REP,660,Joe Biden
30131,Connecticut,Roxbury,Jo Jorgensen,LIB,18,Joe Biden
30132,Connecticut,Roxbury,Howie Hawkins,GRN,7,Joe Biden
30133,Connecticut,Roxbury, Write-ins,WRI,0,Joe Biden
30134,Connecticut,Salem,Donald Trump,REP,1291,Joe Biden
30135,Connecticut,Salem,Joe Biden,DEM,1285,Joe Biden
30136,Connecticut,Salem,Jo Jorgensen,LIB,28,Joe Biden
30137,Connecticut,Salem,Howie Hawkins,GRN,15,Joe Biden
30138,Connecticut,Salem, Write-ins,WRI,4,Joe Biden
30139,Connecticut,Salisbury,Joe Biden,DEM,2023,Joe Biden
30140,Connecticut,Salisbury,Donald Trump,REP,502,Joe Biden
30141,Connecticut,Salisbury,Jo Jorgensen,LIB,17,Joe Biden
30142,Connecticut,Salisbury,Howie Hawkins,GRN,13,Joe Biden
30143,Connecticut,Salisbury, Write-ins,WRI,0,Joe Biden
30144,Connecticut,Scotland,Donald Trump,REP,537,Joe Biden
30145,Connecticut,Scotland,Joe Biden,DEM,406,Joe Biden
30146,Connecticut,Scotland,Jo Jorgensen,LIB,23,Joe Biden
30147,Connecticut,Scotland,Howie Hawkins,GRN,4,Joe Biden
30148,Connecticut,Scotland, Write-ins,WRI,0,Joe Biden
30149,Connecticut,Seymour,Donald Trump,REP,5242,Joe Biden
30150,Connecticut,Seymour,Joe Biden,DEM,4011,Joe Biden
30151,Connecticut,Seymour,Jo Jorgensen,LIB,96,Joe Biden
30152,Connecticut,Seymour,Howie Hawkins,GRN,43,Joe Biden
30153,Connecticut,Seymour, Write-ins,WRI,0,Joe Biden
30154,Connecticut,Sharon,Joe Biden,DEM,1019,Joe Biden
30155,Connecticut,Sharon,Donald Trump,REP,510,Joe Biden
30156,Connecticut,Sharon,Jo Jorgensen,LIB,17,Joe Biden
30157,Connecticut,Sharon,Howie Hawkins,GRN,9,Joe Biden
30158,Connecticut,Sharon, Write-ins,WRI,0,Joe Biden
30159,Connecticut,Shelton,Donald Trump,REP,12747,Joe Biden
30160,Connecticut,Shelton,Joe Biden,DEM,10837,Joe Biden
30161,Connecticut,Shelton,Jo Jorgensen,LIB,206,Joe Biden
30162,Connecticut,Shelton,Howie Hawkins,GRN,92,Joe Biden
30163,Connecticut,Shelton, Write-ins,WRI,10,Joe Biden
30164,Connecticut,Sherman,Joe Biden,DEM,1234,Joe Biden
30165,Connecticut,Sherman,Donald Trump,REP,1076,Joe Biden
30166,Connecticut,Sherman,Jo Jorgensen,LIB,22,Joe Biden
30167,Connecticut,Sherman,Howie Hawkins,GRN,4,Joe Biden
30168,Connecticut,Sherman, Write-ins,WRI,0,Joe Biden
30169,Connecticut,Simsbury,Joe Biden,DEM,10296,Joe Biden
30170,Connecticut,Simsbury,Donald Trump,REP,5575,Joe Biden
30171,Connecticut,Simsbury,Jo Jorgensen,LIB,225,Joe Biden
30172,Connecticut,Simsbury,Howie Hawkins,GRN,71,Joe Biden
30173,Connecticut,Simsbury, Write-ins,WRI,7,Joe Biden
30174,Connecticut,Somers,Donald Trump,REP,3204,Joe Biden
30175,Connecticut,Somers,Joe Biden,DEM,2445,Joe Biden
30176,Connecticut,Somers,Jo Jorgensen,LIB,54,Joe Biden
30177,Connecticut,Somers,Howie Hawkins,GRN,17,Joe Biden
30178,Connecticut,Somers, Write-ins,WRI,11,Joe Biden
30179,Connecticut,Bolton,Joe Biden,DEM,1723,Joe Biden
30180,Connecticut,Bolton,Donald Trump,REP,1482,Joe Biden
30181,Connecticut,Bolton,Jo Jorgensen,LIB,54,Joe Biden
30182,Connecticut,Bolton,Howie Hawkins,GRN,23,Joe Biden
30183,Connecticut,Bolton, Write-ins,WRI,2,Joe Biden
30184,Connecticut,Southbury,Joe Biden,DEM,6570,Joe Biden
30185,Connecticut,Southbury,Donald Trump,REP,6260,Joe Biden
30186,Connecticut,Southbury,Jo Jorgensen,LIB,119,Joe Biden
30187,Connecticut,Southbury,Howie Hawkins,GRN,41,Joe Biden
30188,Connecticut,Southbury, Write-ins,WRI,0,Joe Biden
30189,Connecticut,Southington,Donald Trump,REP,13473,Joe Biden
30190,Connecticut,Southington,Joe Biden,DEM,12855,Joe Biden
30191,Connecticut,Southington,Jo Jorgensen,LIB,285,Joe Biden
30192,Connecticut,Southington,Howie Hawkins,GRN,101,Joe Biden
30193,Connecticut,Southington, Write-ins,WRI,4,Joe Biden
30194,Connecticut,South Windsor,Joe Biden,DEM,9595,Joe Biden
30195,Connecticut,South Windsor,Donald Trump,REP,5628,Joe Biden
30196,Connecticut,South Windsor,Jo Jorgensen,LIB,291,Joe Biden
30197,Connecticut,South Windsor,Howie Hawkins,GRN,81,Joe Biden
30198,Connecticut,South Windsor, Write-ins,WRI,5,Joe Biden
30199,Connecticut,Sprague,Donald Trump,REP,882,Joe Biden
30200,Connecticut,Sprague,Joe Biden,DEM,641,Joe Biden
30201,Connecticut,Sprague,Jo Jorgensen,LIB,26,Joe Biden
30202,Connecticut,Sprague,Howie Hawkins,GRN,8,Joe Biden
30203,Connecticut,Sprague, Write-ins,WRI,0,Joe Biden
30204,Connecticut,Stafford,Donald Trump,REP,3461,Joe Biden
30205,Connecticut,Stafford,Joe Biden,DEM,2809,Joe Biden
30206,Connecticut,Stafford,Jo Jorgensen,LIB,117,Joe Biden
30207,Connecticut,Stafford,Howie Hawkins,GRN,33,Joe Biden
30208,Connecticut,Stafford, Write-ins,WRI,2,Joe Biden
30209,Connecticut,Stamford,Joe Biden,DEM,32477,Joe Biden
30210,Connecticut,Stamford,Donald Trump,REP,16074,Joe Biden
30211,Connecticut,Stamford,Jo Jorgensen,LIB,386,Joe Biden
30212,Connecticut,Stamford,Howie Hawkins,GRN,174,Joe Biden
30213,Connecticut,Stamford, Write-ins,WRI,8,Joe Biden
30214,Connecticut,Sterling,Donald Trump,REP,1229,Joe Biden
30215,Connecticut,Sterling,Joe Biden,DEM,639,Joe Biden
30216,Connecticut,Sterling,Jo Jorgensen,LIB,25,Joe Biden
30217,Connecticut,Sterling,Howie Hawkins,GRN,14,Joe Biden
30218,Connecticut,Sterling, Write-ins,WRI,1,Joe Biden
30219,Connecticut,Stonington,Joe Biden,DEM,7453,Joe Biden
30220,Connecticut,Stonington,Donald Trump,REP,4240,Joe Biden
30221,Connecticut,Stonington,Jo Jorgensen,LIB,155,Joe Biden
30222,Connecticut,Stonington,Howie Hawkins,GRN,40,Joe Biden
30223,Connecticut,Stonington, Write-ins,WRI,1,Joe Biden
30224,Connecticut,Stratford,Joe Biden,DEM,16210,Joe Biden
30225,Connecticut,Stratford,Donald Trump,REP,10004,Joe Biden
30226,Connecticut,Stratford,Jo Jorgensen,LIB,172,Joe Biden
30227,Connecticut,Stratford,Howie Hawkins,GRN,121,Joe Biden
30228,Connecticut,Stratford, Write-ins,WRI,39,Joe Biden
30229,Connecticut,Suffield,Joe Biden,DEM,4363,Joe Biden
30230,Connecticut,Suffield,Donald Trump,REP,4155,Joe Biden
30231,Connecticut,Suffield,Jo Jorgensen,LIB,140,Joe Biden
30232,Connecticut,Suffield,Howie Hawkins,GRN,26,Joe Biden
30233,Connecticut,Suffield, Write-ins,WRI,2,Joe Biden
30234,Connecticut,Bozrah,Donald Trump,REP,817,Joe Biden
30235,Connecticut,Bozrah,Joe Biden,DEM,703,Joe Biden
30236,Connecticut,Bozrah,Jo Jorgensen,LIB,23,Joe Biden
30237,Connecticut,Bozrah,Howie Hawkins,GRN,5,Joe Biden
30238,Connecticut,Bozrah, Write-ins,WRI,0,Joe Biden
30239,Connecticut,Thomaston,Donald Trump,REP,2759,Joe Biden
30240,Connecticut,Thomaston,Joe Biden,DEM,1526,Joe Biden
30241,Connecticut,Thomaston,Jo Jorgensen,LIB,65,Joe Biden
30242,Connecticut,Thomaston,Howie Hawkins,GRN,13,Joe Biden
30243,Connecticut,Thomaston, Write-ins,WRI,0,Joe Biden
30244,Connecticut,Thompson,Donald Trump,REP,3005,Joe Biden
30245,Connecticut,Thompson,Joe Biden,DEM,2050,Joe Biden
30246,Connecticut,Thompson,Jo Jorgensen,LIB,80,Joe Biden
30247,Connecticut,Thompson,Howie Hawkins,GRN,20,Joe Biden
30248,Connecticut,Thompson, Write-ins,WRI,0,Joe Biden
30249,Connecticut,Tolland,Joe Biden,DEM,5103,Joe Biden
30250,Connecticut,Tolland,Donald Trump,REP,3975,Joe Biden
30251,Connecticut,Tolland,Jo Jorgensen,LIB,134,Joe Biden
